"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","Latitude","Longitude","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Демішкан
Володимир
Федорович","Запорожець
Іван
Іванович","Ільїнова
Лідія
Рефатівна","Кравченко
Ольга
Ігнатівна","Сивоконь
Тетяна
Семенівна","Черенков
Олександр
Павлович","Чудовський
Андрій
Ігорович","Штомпель
Віталій
Олександрович","Мілейко
Володимир
Володимирович","Слєпцов
Микола
Миколайович","Тихонов
Віктор
Миколайович","Холопов
Олександр
Володимирович","Шакун
Сергій
Вікторович","Юник
Володимир
Йосипович","Біленький
Олександр
Юрійович","Бобошко
Микола
Михайлович","Бухалов
Олександр
Юрійович","Іоффе
Юлій
Якович","Клименко
Дмитро
Володимирович","Козюберда
Костянтин
Григорійович","Костєв
Микола
Михайлович","Радченко
Ігор
Олександрович","Сичова
Олена
Іванівна","Сінченко
Сергій
Григорович","Хохлов
Юрій
Миколайович","Баркасов
Олексій
Володимирович","Бондарєв
Віктор
Леонідович","Гайдей
Олександр
Петрович","Доровський
Юрій
Михайлович","Ільченко
Костянтин
Григорійович","Коваль
Олександр
Іванович","Степанець
Олена
Миколаївна","Бебешко
Олександр
Миколайович","Горулько
Юлія
Олександрівна","Жученко
Олександр
Вікторович","Іванов
Дмитро
Валерійович","Кириченко
Микола
Єгорович","Лисянський
Павло
Леонідович","Саліхов
Артем
Романович","Чуб
Володимир
Євгенович","Бойко
Володимир
Олександрович","Букаєва
Марина
Володимирівна","Данієлян
Вадим
Романович","Дудник
Олена
Григорівна","Кісельов
Олег
Валентинович","Корнієвський
Аркадій
Юрійович","Кривобоков
Артем
Анатолійович","Лозко
Ігор
Якович","Макаров
Костянтин
Костянтинович","Макаров
Олександр
Костянтинович","Медяник
Володимир
Юрійович","Моравський
Юрій
Вікторович","Павлінський
Олексій
Вікторович","Пригеба
Григорій
Валентинович","Рєзнік
Микола
Миколайович","Суглобов
Євген
Валерійович","Андріянов
Олександр
Олександрович","Гуславський
Володимир
Станіславович","Заіка
Артем
Миколайович","Кириченко
Людмила
Федорівна","Колесніков
Володимир
Анатолійович","Мошенський
Валерій
Захарович","Підгорний
Володимир
Миколайович","Ржавський
Олександр
Миколайович","Сафонова
Дар’я
Євгеніївна","Терніков
Юрій
Миколайович","Федоров
Василь
Васильович","Фролов
Володимир
Миколайович","Чередник
Геннадій
Олександрович","Аннушак
Сергій
Васильович","Гладких
Валентин
Валерійович","Дунаєв
Сергій
Володимирович","Єфіменко
Євгеній
Олегович","Кримцев
Віктор
Олексійович","Крисанов
Леонід
Дмитрович","Слєсарєв
Ігор
Едуардович","Теросипов
Вячеслав
Михайлович","Філь
Сергій
Олександрович","Шахов
Сергій
Володимирович","Шведов
Віталій
Миколайович","Беркут
Ігор
Віталійович","Грицишин
Геннадій
Андрійович","Казаков
Олег
Іванович","Казаков
Сергій
Вікторович","Карацуба
Павло
Васильович","Комчадалов
Євгеній
Євгенович","Корчагін
Павло
Петрович","Кунченко
Олексій
Петрович","Луговцов
Олексій
Сергійович","Припотень
Володимир
Юрійович","Самарський
Сергій
Вікторович","Сідєльнікова
Галина
Анатоліївна","Фурман
Юрій
Анатолійович","Хітько
Ірина
Сергіївна","Шахов
Сергій
Олександрович","Шевчук
Вячеслав
Анатолійович","Барвіна
Наталія
Олександрівна","Вікторов
Андрій
Сергійович","Горохов
Сергій
Олександрович","Жданова
Валентина
Олександрівна","Кривобоков
Владислав
Анатолійович","Мошенський
Сергій
Захарович","Попов
Володимир
Євгенович","Скіріч
Андрій
Степанович","Тамашев
Геннадій
Анатолійович","Чаленко
Максим
Михайлович","Василенко
Ольга
Дмитрівна","Василенко
Сергій
Петрович","Гейченко
Ігор
Васильович","Гончаров
Володимир
Олександрович","Гончаров
Олег
Борисович","Гончарук
Тетяна
Сергіївна","Гринюк
Світлана
Петрівна","Давидов
Сергій
Іванович","Демидович
Ірина
Володимирівна","Денищенко
Денис
Вікторович","Євлашин
Володимир
Анатолійович","Жароїд
Костянтин
Анатолійович","Зуєва
Карина
Олександрівна","Клєшнін
Роман
Євгенович","Ковальов
Павло
Олексійович","Криштов
Євген
Федорович","Мартиненков
Ігор
Миколайович","Масюк
Олег
Віталійович","Морочко
Юрій
Петрович","Пащук
Михайло
Федорович","Прокошин
Олександр
Ігорович","Сердюков
Василь
Михайлович","Струк
Володимир
Олексійович","Уманець Віталій Костянтинович","Філіпський Олександр Михайлович","Шаповалов Андрій Анатолійович","Шаповалов Віталій Олександрович","Шахов Володимир Миколайович","Дата підписання протоколу"
"440696","110","Луганська область","вул.Калініна, 10А, м.Антрацит, Луганська обл., 94611","48.1097842","39.0956022","1080","511","1069","26","550","19","569","","0","550","19","569","29","540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","3","163","13","1","52","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440697","110","Луганська область","вул.Калініна, 6, м.Антрацит, Луганська обл., 94612","48.1097842","39.0956022","1146","602","1121","19","529","15","544","","0","529","15","544","29","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","5","76","17","8","41","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"440698","110","Луганська область","вул.Калініна, 16, м.Антрацит, Луганська обл., 94612","48.1097842","39.0956022","1254","636","1225","19","600","18","618","","0","600","18","618","47","571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","9","87","19","15","68","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440699","110","Луганська область","вул.Калініна, 8А, м.Антрацит, Луганська обл., 94612","48.1097842","39.0956022","1176","514","1154","23","641","21","662","","0","641","21","662","22","640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","4","222","14","8","37","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440700","110","Луганська область","вул.Кальницької, ДП ""Злагода"", м.Антрацит, Луганська обл., 94612","48.10845","39.10288","1356","681","1337","25","655","20","675","","0","655","20","675","38","637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","10","79","16","16","49","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440701","110","Луганська область","вул.Ткаленка, гімназія №1, м.Антрацит, Луганська обл., 94612","48.1081","39.10642","1380","605","1358","12","764","11","775","","0","764","11","775","33","742","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","8","291","19","5","53","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440702","110","Луганська область","вул.Ткаленка, прибудова гімназії №1, м.Антрацит, Луганська обл., 94612","48.1081","39.10642","1404","739","1370","11","658","7","665","","0","658","7","665","38","627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","7","149","23","13","29","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440703","110","Луганська область","вул.Комунальна, 57, м.Антрацит, Луганська обл., 94611","48.10593","39.08614","954","465","941","33","459","30","489","","0","459","30","489","31","458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","14","54","20","7","33","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440704","110","Луганська область","вул.Тургенєва, 1, м.Антрацит, Луганська обл., 94611","48.10271","39.0795699","792","462","765","24","311","19","330","","0","311","19","330","27","303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","4","35","11","3","25","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440706","110","Луганська область","вул.Івана Франка, 56, м.Антрацит, Луганська обл., 94610","48.1177982","39.0983804","1494","655","1475","106","769","70","839","","0","769","70","839","52","787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","8","84","29","15","38","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440708","110","Луганська область","вул.Говорова, 5, м.Антрацит, Луганська обл., 94605","48.15445","38.79462","1176","484","1167","77","620","72","692","","0","620","72","692","28","664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","5","149","15","8","37","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440709","110","Луганська область","вул.Говорова, 1, м.Антрацит, Луганська обл., 94605","48.15507","38.79343","996","474","982","49","476","46","522","","0","476","46","522","33","489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","6","118","14","12","19","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440710","110","Луганська область","вул.Урожайна, 1, м.Антрацит, Луганська обл., 94604","48.10429","39.3816599","1272","470","1260","64","740","62","802","","0","740","62","802","56","746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","19","148","23","12","36","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440711","110","Луганська область","вул.Стаханова, 1, м.Антрацит, Луганська обл., 94606","48.10014","39.37241","1590","601","1560","94","904","85","989","","0","904","85","989","67","922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186","10","59","26","13","47","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440712","110","Луганська область","вул.Миру, 20А, м.Антрацит, Луганська обл., 94607","48.13265","39.07436","1278","527","1265","62","701","50","751","","0","701","50","751","40","711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","11","55","20","13","21","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440713","110","Луганська область","вул.Миру, 22А, м.Антрацит, Луганська обл., 94607","49.03147","38.36939","1188","505","1176","50","643","40","683","","0","643","40","683","47","636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","11","47","15","4","20","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440714","110","Луганська область","вул.Папаніна, 1, м.Антрацит, Луганська обл., 94601","48.1045463","39.062551","840","416","839","44","382","42","424","","0","382","42","424","27","397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","3","18","24","4","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440715","110","Луганська область","вул.Тімошенка, школа №14, м.Антрацит, Луганська обл., 94609","48.62525","38.53977","648","243","641","29","380","25","405","","0","380","25","405","16","389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","7","27","8","3","20","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"440719","110","Луганська область","вул.Леніна, 5, смт Щотове, м.Антрацит, Луганська обл., 94620","48.174722","39.111944","1176","527","1165","54","610","39","649","","0","610","39","649","50","599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","19","71","21","16","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440721","110","Луганська область","вул.Першотравнева, 1, м.Антрацит, Луганська обл., 94620","48.06808","38.89478","1056","436","1026","61","566","54","620","","0","566","54","620","38","582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","10","43","36","14","18","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440728","110","Луганська область","вул.Більшовик, адміністративно-побутовий комбінат шахти ""Кріпенська"", смт Кріпенський, м.Антрацит, Луганська обл., 94632","","","702","285","701","34","385","32","417","","0","385","32","417","32","385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","9","44","13","11","14","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"440733","110","Луганська область","вул.Мічуріна, 5, смт Дубівський, м.Антрацит, Луганська обл., 94608","48.11397","39.06623","246","43","242","20","184","19","203","","0","184","19","203","8","195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","3","8","1","1","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"440735","110","Луганська область","вул.Толстоусова, 1, м.Антрацит, Луганська обл., 94613","48.1256104","39.0918505","54","0","71","51","15","39","54","","0","15","39","54","0","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","2","8","3","0","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"440737","110","Луганська область","вул.Говорова, 1, м.Антрацит, Луганська обл., 94605","48.15507","38.79343","54","37","18","4","14","3","17","","0","14","3","17","0","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","4","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"1","109","Луганська область","вул.Артема, 2, м.Краснодон, Донецька обл.","","","28","19","9","0","9","0","9","","0","9","0","9","0","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","0","0","0","0","0","0","0","0","7","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"2","109","Луганська область","квартал Т. Шевченка, 50, м. Луганськ","48.5541757","39.3352604","40","30","10","0","10","0","10","","0","10","0","10","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","0","0","0","0","0","0","4","0","1","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440097","109","Луганська область","вул.Поштова, 2, смт Великий Лог, Краснодонський р-н, Луганська обл., 94480","48.25793076","39.55789948","492","93","493","33","366","33","399","","0","366","33","399","7","392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","19","212","1","0","0","0","0","10","69","44","3","0","2","32","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440105","109","Луганська область","вул.Поштова, 1, смт Сімейкине, Краснодонський р-н, Луганська обл., 94473","48.33209","39.53217","1116","413","1090","59","644","59","703","","0","644","59","703","13","690","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","32","104","2","6","0","2","0","131","22","277","10","4","9","88","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440107","109","Луганська область","вул.Шкільна, 2, с.Білоскелювате, Краснодонський р-н, Луганська обл., 94463","48.44673","39.65819","548","220","540","20","308","20","328","","0","308","20","328","9","319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","13","2","5","0","2","0","8","42","154","9","0","5","73","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440109","109","Луганська область","вул.Шевченко, 26, с.Дружне, Краснодонський р-н, Луганська обл., 94465","48.39389","39.75621","260","93","262","9","158","9","167","","0","158","9","167","3","164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","1","3","3","1","0","0","4","7","122","1","1","2","11","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440110","109","Луганська область","вул.Центральна, 62А, с.Великий Суходіл, Краснодонський р-н, Луганська обл., 94466","48.42689","39.88187","1024","404","1012","33","590","30","620","","0","590","30","620","22","598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","52","25","4","2","1","1","1","22","167","180","13","3","13","105","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440112","109","Луганська область","вул.Чукавова, 27А, с.Малий Суходіл, Краснодонський р-н, Луганська обл., 94427","48.36534119","39.84167862","160","46","163","16","98","16","114","","0","98","16","114","6","108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","0","1","0","1","0","0","2","7","69","9","1","0","13","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440114","109","Луганська область","вул.Садова, 15, с.Нижня Гарасимівка, Краснодонський р-н, Луганська обл., 94486","48.312965","40.007078","476","171","476","81","227","78","305","","0","227","78","305","5","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","7","22","3","2","1","5","0","8","52","164","4","0","1","24","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440117","109","Луганська область","вул.Леніна, 5, с.Верхньошевирівка, Краснодонський р-н, Луганська обл., 94483","48.2699247","39.7197899","1192","424","1182","58","710","58","768","","0","710","58","768","13","755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","61","128","1","1","0","1","0","26","139","304","7","2","7","70","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440119","109","Луганська область","вул.Сонячна, 4, с.Нижньодеревечка, Краснодонський р-н, Луганська обл., 94485","48.21522141","39.7736702","280","117","276","31","136","27","163","","0","136","27","163","1","162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","14","15","1","0","1","0","0","7","21","60","6","4","1","31","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440120","109","Луганська область","вул.Комсомольська, 1А, с.Давидо-Микільське, Краснодонський р-н, Луганська обл., 94460","48.50645065","39.82807159","488","196","483","31","261","31","292","","0","261","31","292","9","283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","8","0","0","1","1","1","11","48","119","4","3","8","73","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440121","109","Луганська область","вул.Радянська, 29Б, с.Іванівка, Краснодонський р-н, Луганська обл., 94462","","","152","32","150","11","109","11","120","","0","109","11","120","1","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","1","0","0","0","0","5","28","76","1","0","0","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440123","109","Луганська область","вул.Леніна, 87, с.Красне, Краснодонський р-н, Луганська обл., 94471","48.3706","39.49732","312","116","308","9","190","6","196","","0","190","6","196","5","191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","1","0","0","0","0","0","6","49","96","1","2","1","0","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.10.12"
"440124","109","Луганська область","вул.Леніна, 12, с.Пархоменко, Краснодонський р-н, Луганська обл., 94450","48.6081671","39.7847737","1104","413","1094","52","639","52","691","","0","639","52","691","19","672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","12","32","2","2","2","0","0","11","156","231","14","5","12","164","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440126","109","Луганська область","вул.Димченка, 68, с.Новокиївка, Краснодонський р-н, Луганська обл., 94454","48.58451","39.66654","96","23","94","12","61","12","73","","0","61","12","73","0","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","1","0","0","7","9","49","1","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440131","109","Луганська область","вул.Гагаріна, 1, с-ще Хрящувате, Краснодонський р-н, Луганська обл., 94457","48.51900101","39.42861176","1208","447","1181","56","705","56","761","","0","705","56","761","22","739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","23","18","2","3","1","7","0","8","121","351","15","11","18","147","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440788","109","Луганська область","вул.Клубна, 1, м.Краснодон, Луганська обл., 94400","48.34066","39.63442","2064","790","2031","14","1261","13","1274","","0","1261","13","1274","43","1231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","304","19","4","10","2","0","0","22","247","447","57","22","8","80","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440789","109","Луганська область","квартал Советський, гімназія, м.Краснодон, Луганська обл., 94400","48.28863","39.73549","1528","738","1517","85","721","69","790","","0","721","69","790","21","769","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","160","8","1","3","0","1","0","18","106","336","26","16","9","81","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440790","109","Луганська область","пл.Леніна, 5, м.Краснодон, Луганська обл., 94400","48.3470084","39.6521832","1424","570","1399","34","827","27","854","","0","827","27","854","22","832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","200","18","0","8","1","1","0","19","162","302","26","18","2","72","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440791","109","Луганська область","вул.Комсомольська, 4, м.Краснодон, Луганська обл., 94400","48.2952113","39.7362261","1376","570","1358","50","760","46","806","","0","760","46","806","23","783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","184","20","3","1","1","1","1","9","119","326","15","11","8","77","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","02.11.12"
"440793","109","Луганська область","вул.Артема, 1, м.Краснодон, Луганська обл., 94400","48.2843459","39.7463976","1440","713","1419","23","708","19","727","","0","708","19","727","21","706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","131","16","1","6","1","0","1","11","136","289","32","13","7","56","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"440794","109","Луганська область","вул.Шахтна, 1, м.Краснодон, Луганська обл., 94400","48.3056399","39.74867","1128","542","1103","48","543","43","586","","0","543","43","586","19","567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","86","6","2","4","0","1","0","14","71","312","9","8","9","42","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
